title,release_date,maturity_rating,genre,rating,directors,stars,votes
Xenoblade Chronicles,2010,T,['Action' ' Adventure' ' Drama'],9.0,['Ko Kojima' ' Genki Yokota' ' Tetsuya Takahashi'],['Shintarô Asanuma' ' Eri Nakao' ' Ryô Horikawa' ' Eiji Miyashita'],724
The Beast Within: A Gabriel Knight Mystery,1995,M,['Adventure' ' Drama' ' Horror'],9.0,['Will Binder'],['Dean Erickson' ' Joanne Takahashi' ' Russell Mitchell' ' Peter J. Lucas'],808
Super Mario Galaxy 2,2010,E,['Action' ' Adventure' ' Family'],9.0,['Koichi Hayashida'],['Charles Martinet' ' Dex Manley' ' Scott Burns' ' Mercedes Rose'],2666
Death Stranding Director's Cut,2021,M,['Action' ' Adventure' ' Drama'],9.0,['Hideo Kojima'],,499
Persona 3 FES,2007,M,['Action' ' Adventure' ' Drama'],9.0,['Katsura Hashino' ' Yukio Takatsu'],['Akira Ishida' ' Megumi Toyoguchi' ' Rie Tanaka' ' Maaya Sakamoto'],837
The Legend of Zelda: The Wind Waker,2002,E,['Action' ' Adventure' ' Fantasy'],9.0,['Eiji Aonuma'],['Nate Bihldorff' ' Osamu Hosoi' ' Asami Imai' ' Eiji Maruyama'],3489
Ori and the Will of the Wisps,2020,E,['Adventure' ' Fantasy'],9.0,,['Erik Braa' ' Boris Hiestand' ' Jennifer Losi' ' Tiana Camacho'],1294
Diablo II,2000,M,['Action' ' Adventure' ' Fantasy'],9.0,,['Frank Gorshin' ' Milton James' ' James Harper' ' Ed Trotta'],4094
Super Smash Bros. Melee,2001,T,['Action' ' Fantasy' ' Sci-Fi'],9.0,['Masahiro Sakurai'],['Dean Harrington' ' Charles Martinet' ' Nobuyuki Hiyama' ' Kazumi Totaka'],3278
Day of the Tentacle,1993,E,['Adventure' ' Comedy' ' Sci-Fi'],9.0,['Dave Grossman' ' Tim Schafer'],['Denny Delk' ' Jane Jacobs' ' Nick Jameson' ' Ginny Westcott'],1921
The Neverhood,1996,T,['Adventure' ' Comedy' ' Mystery'],9.0,['Doug TenNapel'],['Mark Lorenzen' ' Edward Schofield' ' Doug TenNapel'],588
Indiana Jones and the Fate of Atlantis,1992,,['Action' ' Adventure' ' Fantasy'],9.0,['Hal Barwood'],['Denny Delk' ' David Gitin' ' Jane Jacobs' ' Nick Jameson'],1641
Shenmue,1999,T,['Action' ' Adventure' ' Crime'],9.0,['Keiji Okayasu' ' Yu Suzuki'],"['Hiroshi Fujioka' ' Masaya Matsukaze' ' Corey Marshall'
 ' Robert Jefferson']",1254
The House in Fata Morgana,2012,M,Drama,9.0,['Keika Hanada'],,94
StarCraft: Brood War,1998,T,['Action' ' Adventure' ' Sci-Fi'],9.0,['Matthew Samia'],['Glynnis Talken' ' Jack Ritschel' ' Paul Ainsley' ' Castulo Guerra'],2315
Kingdom Hearts HD 1.5 Remix,2013,E10+,['Action' ' Adventure' ' Family'],9.0,['Tetsuya Nomura' ' Tai Yasue'],['Haley Joel Osment' ' Hayden Panettiere' ' David Gallagher' ' Billy Zane'],833
Paper Mario: The Thousand-Year Door,2004,E,['Adventure' ' Fantasy'],9.0,['Ryota Kawade'],['Charles Martinet' ' Jen Taylor' ' Scott Burns'],1184
The Legend of Zelda: The Wind Waker HD,2013,E10+,['Action' ' Adventure' ' Fantasy'],9.0,['Daiki Iwamoto'],['Osamu Hosoi' ' Asami Imai' ' Eiji Maruyama' ' Sachi Matsumoto'],1396
The Longest Journey,1999,M,['Adventure' ' Drama' ' Fantasy'],9.0,['Didrik Tollefsen' ' Ragnar Tørnquist'],['Sarah Hamilton' ' Regina Lund' ' Louis Aguirre' ' Roger Raines'],1168
Heroes of Might and Magic III: The Restoration of Erathia,1999,,['Action' ' Adventure' ' Fantasy'],9.0,['David Mullich'],['Catherine Battistone' ' Richard Epcar' ' Wendee Lee' ' Laird Macintosh'],1264
Metal Gear Solid 2: Substance,2002,M,['Action' ' Adventure' ' Drama'],9.0,['Hideo Kojima'],['David Hayter' ' Quinton Flynn' ' Christopher Randolph' ' Lara Cody'],2151
Super Mario All-Stars,1993,,['Action' ' Adventure' ' Family'],9.0,,,1126
Dark Souls III: The Ringed City,2017,,['Action' ' Adventure' ' Fantasy'],9.0,['Hidetaka Miyazaki' ' Isamu Okano' ' Yui Tanimura'],,392
Diablo II: Lord of Destruction,2001,M,['Action' ' Adventure' ' Fantasy'],9.0,,['Larry B. Scott' ' Liana Young' ' Michael McConnohie' ' Jessica Straus'],2687
Shenmue II,2001,T,['Action' ' Adventure' ' Crime'],9.0,['Shin Ishikawa' ' Yu Suzuki' ' Takao Yotsuji'],['Corey Marshall' ' Akasha Scholen' ' Eric Kelso' ' Lisle Wilkerson'],877
Baldur's Gate II: Throne of Bhaal,2001,,['Action' ' Adventure' ' Fantasy'],9.0,['Feargus Urquhart'],['Michael Bell' ' Jeff Bennett' ' Keith Compton' ' Jim Cummings'],1255
Suikoden II,1998,T,['Action' ' Adventure' ' Drama'],9.0,['Yoshitaka Murayama'],,438
Umineko When They Cry Chiru,2009,,['Fantasy' ' Horror' ' Mystery'],9.0,['Ryukishi07'],,151
Twinsen's Odyssey,1997,K-A,Adventure,9.0,['Frédérick Raynal'],['Jodi Forrest' ' David Gasman' ' Karen Strassman'],218
Jagged Alliance 2,1999,M,Action,9.0,['Ian Currie'],['Sonja Ball' ' Tyrone Benskin' ' Maria Bircher' ' Thor Bishopric'],315
Dark Souls Trilogy,2018,M,['Action' ' Adventure' ' Fantasy'],9.0,['Hidetaka Miyazaki'],,132
Championship Manager 2001/02,2001,,Sport,9.0,,['Stuart D. Latham'],206
Fullmetal Alchemist: Daughter of the Dusk,2009,,['Action' ' Adventure'],9.0,,"['Rie Kugimiya' "" Shin'ichirô Miki"" ' Fumiko Orikasa' ' Romi Park']",8
Gothic II: Night of the Raven,2003,M,['Action' ' Adventure' ' Fantasy'],9.0,,,411
Fullmetal Alchemist: To the Promised Day,2010,,['Action' ' Adventure'],9.0,,['Rie Kugimiya' ' Romi Park'],9
Kamen Rider Faiz,2003,,Action,9.0,,['Kento Handa' ' Kôhei Murakami' ' Atsushi Harada' ' Masayuki Izumi'],6
The Last of Us: Left Behind,2014,M,['Action' ' Adventure' ' Drama'],8.9,['Bruce Straley'],['Ashley Johnson' ' Yaani King Mondschein' ' Troy Baker' ' Chris Jai Alex'],10964
Far Cry 3,2012,M,['Action' ' Adventure' ' Crime'],8.9,['Laurent Bernier' ' Robert Darryl Purdy'],['Lane Edwards' ' Alex Harrouch' ' Mylène Dinh-Robic' ' Kristian Hodko'],19815
Grand Theft Auto IV,2008,M,['Action' ' Crime' ' Drama'],8.9,,['Michael Hollick' ' Jason Zumwalt' ' Timothy Adams' ' Moti Margolin'],35671
Fallout: New Vegas,2010,M,['Action' ' Adventure' ' Sci-Fi'],8.9,['Josh Sawyer'],['Matthew Perry' ' Wayne Newton' ' Kris Kristofferson' ' Ron Perlman'],12823
South Park: The Stick of Truth,2014,M,['Animation' ' Action' ' Adventure'],8.9,"['Chris Parker' "" Chris 'Crispy' Brion""]",['Trey Parker' ' Matt Stone' ' Mona Marshall' ' April Stewart'],5141
Life Is Strange,2015,M,['Drama' ' Mystery' ' Sci-Fi'],8.9,['Raoul Barbet' ' Michel Koch'],['Hannah Telle' ' Ashly Burch' ' Nik Shriner' ' Dani Knights'],12565
Resident Evil,1996,M,['Action' ' Horror' ' Mystery'],8.9,['Shinji Mikami' ' Mitsuhisa Hosoki'],['Charlie Kraslavsky' ' Inezh' ' Greg Smith' ' Linda'],5598
The Wolf Among Us,2013,M,['Action' ' Crime' ' Drama'],8.9,['Nick Herman' ' Jason Latino' ' Dennis Lenart'],['Adam Harrington' ' Erin Yvette' ' Chuck Kourouklis' ' Melissa Hutchison'],7518
Ratchet & Clank: Rift Apart,2021,E10+,['Action' ' Adventure' ' Comedy'],8.9,,['James Arnold Taylor' ' Jennifer Hale' ' David Kaye' ' Debra Wilson'],1456
The Warriors,2005,M,['Action' ' Crime' ' Thriller'],8.9,,['James Remar' ' Ephraim Benton' ' Dorsey Wright' ' David Harris'],1965
Super Smash Bros. Ultimate,2018,E10+,['Action' ' Adventure' ' Fantasy'],8.9,['Masahiro Sakurai'],['Jaz Adams' ' Rikako Aikawa' ' Justin Anselmi' ' Takeshi Aono'],3647
Hades,2018,T,['Action' ' Adventure' ' Fantasy'],8.9,,"['Logan Cunningham' ' Darren Korb' ' Avalon Penrose'
 ' Christopher Saphire']",1969
Fire Emblem: Three Houses,2019,T,['Adventure' ' Drama' ' Fantasy'],8.9,['Toshiyuki Kusakihara' ' Genki Yokota' ' Takashi Sano'],['Yûsuke Kobayashi' ' Shizuka Itô' ' Ai Kakuma' ' Kaito Ishikawa'],808
Tales from the Borderlands,2014,M,['Adventure' ' Comedy' ' Sci-Fi'],8.9,['Martin Montgomery' ' Ashley Ruhl' ' Jonathan Stauder' ' Nick Herman'],['Troy Baker' ' Laura Bailey' ' Erin Yvette' ' Chris Hardwick'],4080
Metroid Prime,2002,T,['Action' ' Adventure' ' Mystery'],8.9,['Mark Pacini'],['Jennifer Hale' ' Vanessa Marshall'],2072
Super Mario Bros.,1985,,['Animation' ' Action' ' Adventure'],8.9,['Shigeru Miyamoto'],,6497
Star Wars: Knights of the Old Republic II - The Sith Lords,2004,T,['Action' ' Adventure' ' Drama'],8.9,,['Sara Kestelman' ' Nicky Katt' ' Roger Guenveur Smith' ' Kelly Hu'],5286
EarthBound,1994,T,['Adventure' ' Comedy' ' Fantasy'],8.9,['Shigesato Itoi'],['Shigesato Itoi' ' Yukari Saito' ' Hirokazu Koyano' ' Etsuko Kawano'],1110
Blade Runner,1997,T,['Mystery' ' Sci-Fi' ' Thriller'],8.9,['Joseph D. Kucan'],['Martin Azarow' ' Mark Benninghoffen' ' Warren Burton' ' Gwen Castaldi'],1947
Shin Megami Tensei: Persona 3,2006,M,['Action' ' Adventure' ' Drama'],8.9,['Katsura Hashino'],['Akira Ishida' ' Megumi Toyoguchi' ' Rie Tanaka' ' Maaya Sakamoto'],831
Battle Through the Heavens,2018,,,8.9,,,65
Halo: The Master Chief Collection,2014,M,['Action' ' Adventure' ' Sci-Fi'],8.9,,['Adam Adcock' ' Chris Anderson' ' Cas Anvar' ' Dee Bradley Baker'],2313
Baldur's Gate,1998,T,['Action' ' Adventure' ' Fantasy'],8.9,['Feargus Urquhart'],['Dee Bradley Baker' ' Michael Bell' ' Jeff Bennett' ' Gregg Berger'],1871
Warcraft III: Reign of Chaos,2002,T,['Action' ' Adventure' ' Fantasy'],8.9,['Nicholas S. Carpenter'],['Michael Barken' ' Milton James' ' Michael Bradberry' ' William Bassett'],3631
Freelancer,2003,,['Action' ' Adventure' ' Mystery'],8.9,['Carole Ruggier' ' Harry A. Jarvis III'],['Ian Ziering' ' Jennifer Hale' ' John Rhys-Davies' ' Michael T. Weiss'],541
Xenogears,1998,T,['Action' ' Adventure' ' Drama'],8.9,['Tetsuya Takahashi'],['Hikaru Midorikawa' ' Tomokazu Seki' ' Yumi Tôma' ' Hideyuki Tanaka'],716
Metal Gear Solid: The Twin Snakes,2004,M,['Action' ' Adventure' ' Drama'],8.9,['Carey Murray' ' Hideo Kojima'],['David Hayter' ' Cam Clarke' ' Debi Mae West' ' Jennifer Hale'],1647
Warcraft III: The Frozen Throne,2003,T,['Action' ' Adventure' ' Fantasy'],8.9,['Nicholas S. Carpenter'],"['Kevin Beardslee' ' Michael Bradberry' ' William Bassett'
 ' Piera Coppola']",3467
System Shock 2,1999,M,['Action' ' Adventure' ' Horror'],8.9,['Ken Levine'],['Kemal Amarasingham' ' Laura Baldwin' ' Matt Boynton' ' Eric Brosius'],1166
Eternal Darkness: Sanity's Requiem,2002,M,['Adventure' ' Fantasy' ' Horror'],8.9,['Denis Dyack'],['Michael Bell' ' Earl Boen' ' Cam Clarke' ' Neil Dickson'],803
Broken Sword: Circle of Blood,1996,,['Adventure' ' Comedy' ' Drama'],8.9,['Charles Cecil'],['Rolf Saxon' ' Hazel Ellerby' ' Rachel Atkins' ' David Bannerman'],1141
Halo 2: Anniversary,2014,M,['Action' ' Adventure' ' Sci-Fi'],8.9,,"['Steve Downes' ' Jen Taylor' "" Charli D'Amelio"" ' Tim Dadabo']",475
The Legend of Zelda: Majora's Mask 3D,2015,E10+,['Action' ' Adventure' ' Fantasy'],8.9,['Mikiharu Oiwa'],['Fujiko Takimoto' ' Sachi Matsumoto' ' Kôji Tobe' ' Mari Maruta'],789
Skies of Arcadia,2000,T,['Action' ' Adventure' ' Fantasy'],8.9,['Atsusi Seimiya'],['Yuri Amano' ' Kinryû Arimoto' ' Bill Broughton' ' Steve Cloyes'],267
Kirby Super Star Ultra,2008,E,['Action' ' Adventure' ' Family'],8.9,['Shinya Kumazaki'],,455
The Great Ace Attorney: Adventures,2015,,Mystery,8.9,['Shu Takumi'],,130
The Pandora Directive,1996,,['Action' ' Adventure' ' Comedy'],8.9,['Adrian Carr'],['Chris Jones' ' Barry Corbin' ' Kevin McCarthy' ' Tanya Roberts'],271
Hill Street Blues,1991,,Crime,8.9,,,22
Civilization II,1996,,History,8.9,['Michael Ely' ' Jeffery L. Briggs'],['Brad Howard' ' Thomas Seibert' ' Spencer Humm' ' April Cantor'],948
Digital Combat Simulator World,2008,,['Action' ' Adventure' ' War'],8.9,,,14
Metroid Prime: Trilogy,2009,T,['Action' ' Adventure' ' Mystery'],8.9,['Mark Pacini'],,45
Gothic,2001,T,['Action' ' Adventure' ' Fantasy'],8.9,,['Don Delciappo' ' Stefan Ashton Frank' ' Armand Hart' ' Bradley Lavelle'],800
Arcanum: Of Steamworks and Magick Obscura,2001,M,['Adventure' ' Drama' ' Fantasy'],8.9,,['Jeff Coopwood' ' Barry Dennen' ' Michael Gough' ' Nick Jameson'],414
Terranigma,1995,,['Action' ' Adventure' ' Fantasy'],8.9,['Tomoyoshi Miyazaki'],,220
Outer Wilds: Echoes of the Eye,2021,,['Adventure' ' Mystery' ' Sci-Fi'],8.9,['Alex Beachum'],,92
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008,M,['Action' ' Adventure' ' Fantasy'],8.9,['Kazuyuki Yamai'],['Tomotaka Harada' ' Akatsuki' ' Yu Saitoh' ' Emiko Kamaya'],70
Black Sails - The Ghost Ship,2010,T,Adventure,8.9,['Jan Klose' ' Timm Schwank'],['Kaspar Eichel' ' Natascha Geisler' ' Til Haferstroh' ' Andreas Hosang'],85
Heroes of Might and Magic III: The Shadow of Death,2000,,['Action' ' Adventure' ' Fantasy'],8.9,['David Mullich'],['Laird Macintosh' ' Catherine Battistone' ' Aric Devone' ' Mari Devon'],616
9mm,2011,M,['Action' ' Adventure' ' Crime'],8.9,,['David Godfrey' ' Adam Harrington' ' Michael Robles' ' Brian Sommer'],8
Snatcher CD-ROMantic,1992,,['Action' ' Mystery' ' Sci-Fi'],8.9,['Hideo Kojima' ' Shinya Inoue' ' Yoshinori Sasaki'],['Yûsaku Yara' ' Mami Koyama' ' Kikuko Inoue' ' Kaneto Shiozawa'],160
Fairy Fencer F: Advent Dark Force,2016,T,['Action' ' Adventure' ' Fantasy'],8.9,,['Takatsugu Awazu' ' Takuya Eguchi' ' Ayumi Fujimura' ' Nobuhiro Fukai'],105
Presentable Liberty,2014,M,['Adventure' ' Horror' ' Mystery'],8.9,"[""Robert 'Wertpol' Brock""]",,7
Shining Force III,1997,,Fantasy,8.9,['Yasuhiro Taguchi'],,7
The Unholy War,1998,,['Action' ' Fantasy' ' Sci-Fi'],8.9,,,10
Inazuma Irebun 3: Sekai e no Chousen: The Ogre,2010,,Sport,8.9,['Takehiro Fujii'],['Maria Darling' ' Ewan Bailey' ' Robbie Stevens' ' Claire Morgan'],10
Fairy Fencer F,2013,T,Fantasy,8.9,,['Ryôta Ôsaka' ' Kaori Ishihara' ' Rumi Okubo' ' Nao Tôyama'],103
Death Stranding,2019,M,['Action' ' Adventure' ' Drama'],8.8,['Hideo Kojima'],['Norman Reedus' ' Mads Mikkelsen' ' Léa Seydoux' ' Troy Baker'],9423
Metal Gear Solid V: The Phantom Pain,2015,M,['Action' ' Adventure' ' Drama'],8.8,['Hideo Kojima' ' Junji Tago'],"['Kiefer Sutherland' ' Robin Atkin Downes' ' Troy Baker'
 ' Stefanie Joosten']",7857
Lego Star Wars: The Skywalker Saga,2022,E10+,['Action' ' Adventure' ' Comedy'],8.8,['James McLoughlin'],['A.J. LoCascio' ' Adam Diggle' ' Adam Howden' ' Adrian Edmondson'],2128
Call of Duty: Modern Warfare 2,2009,M,['Action' ' Thriller'],8.8,['Jason West'],['Lance Henriksen' ' Keith David' ' Barry Pepper' ' Kevin McKidd'],24464
Dead Space,2008,M,['Action' ' Horror' ' Mystery'],8.8,['Michael Condrey'],['Tonantzin Carmelo' ' J.G. Hertzler' ' Iyari Limon' ' Peter Mensah'],9990
NieR: Automata,2017,M,['Action' ' Adventure' ' Drama'],8.8,['Yoko Taro'],['Yui Ishikawa' ' Natsuki Hanae' ' Ayaka Suwa' ' Tatsuhisa Suzuki'],3210
Heavy Rain,2010,M,['Crime' ' Drama' ' Mystery'],8.8,['David Cage'],['Pascal Langdale' ' Jacqui Ainsley' ' Judi Beecher' ' Sam Douglas'],13967
Sekiro: Shadows Die Twice,2019,M,['Action' ' Adventure' ' Fantasy'],8.8,['Hidetaka Miyazaki' ' Kazuhiro Hamatani'],['Daisuke Namikawa' ' Miyuki Satô' ' Jin Urayama' ' Risa Shimizu'],3639
Yakuza 0,2015,M,['Action' ' Crime' ' Drama'],8.8,['Kazuki Hosokawa' ' Toshihiro Nagoshi'],['Takaya Kuroda' ' Hidenari Ugaki' ' Kazuhiro Nakaya' ' Miyuki Sawashiro'],1675
Psychonauts 2,2021,T,['Action' ' Adventure' ' Comedy'],8.8,['Tim Schafer'],['Richard Steven Horvitz' ' Carson Annable' ' Krizia Bajos' ' Poonam Basu'],716
Halo 3,2007,M,['Action' ' Adventure' ' Sci-Fi'],8.8,,['Tim Dadabo' ' Keith David' ' Steve Downes' ' Jen Taylor'],12215
Halo: Combat Evolved,2001,M,['Action' ' Adventure' ' Sci-Fi'],8.8,['Jason Jones'],['Jen Taylor' ' Pete Stacker' ' Tim Dadabo' ' Steve Downes'],11525
Dead Space 2,2011,M,['Action' ' Horror' ' Sci-Fi'],8.8,,['Gunner Wright' ' Tanya Clarke' ' Sonita Henry' ' Curt Cornelius'],6889
Conker's Bad Fur Day,2001,M,['Action' ' Adventure' ' Comedy'],8.8,['Chris Seavor'],['Chris Seavor' ' Louise Ridgeway' ' Chris Marlow'],1411
Hollow Knight,2017,E10+,['Action' ' Adventure' ' Fantasy'],8.8,,,2498
The Walking Dead: The Final Season,2018,M,['Drama' ' Horror' ' Sci-Fi'],8.8,['Vahram Antonian' ' Mark Darin' ' Chris Rebbert' ' Kent Mudle'],['Melissa Hutchison' ' Tayla Parx' ' Ritesh Rajan' ' Alex Fernandez'],2792
Undertale,2015,E10+,['Adventure' ' Comedy' ' Drama'],8.8,['Toby Fox'],"['Jacob Assouline' ' Bill Fagerbakke' ' Stephanie MacIntire'
 ' Willard Scott']",3848
Divinity: Original Sin II,2017,M,['Action' ' Adventure' ' Fantasy'],8.8,['Swen Vincke'],['Rachel Atkins' ' Christopher Bonwell' ' Brian Bowles' ' Jay Britton'],853
Star Wars: Battlefront II,2005,T,['Action' ' Adventure' ' Sci-Fi'],8.8,"[""Eric 'Giz' Gewirtz""]",['Bob Bergen' ' Christina Rumbley' ' Corey Burton' ' David Boat'],6921
Dragon Ball Z: Budokai Tenkaichi 3,2007,T,['Action' ' Adventure' ' Comedy'],8.8,,['Andrew Chandler' ' Bill Townsley' ' Bob Carter' ' Bradford Jackson'],924
The Witcher 2: Assassins of Kings,2011,M,['Action' ' Adventure' ' Drama'],8.8,['Adam Badowski'],['Doug Cockle' ' Jacek Rozenek' ' Adam Bauman' ' Alexander Morton'],6220
Wing Commander III: Heart of the Tiger,1994,T,['Action' ' Adventure' ' Sci-Fi'],8.8,['Chris Roberts'],['Mark Hamill' ' Malcolm McDowell' ' John Rhys-Davies' ' Jason Bernard'],814
XCOM 2: War of the Chosen,2017,,['Action' ' Sci-Fi' ' Thriller'],8.8,['Jacob Solomon' ' Chad Rocco'],"['Brian Bloom' ' Carlye Pollack' ' Gary Anthony Williams'
 ' Brandon Keener']",335
Crash Bandicoot: Warped,1998,E,['Action' ' Adventure' ' Comedy'],8.8,['Andrew S. Gavin' ' Jason Rubin'],"['Clancy Brown' "" Brendan O'Brien"" ' Haruna Ikezawa' ' Mel Winkler']",2618
The Elder Scrolls III: Morrowind,2002,T,['Action' ' Adventure' ' Fantasy'],8.8,['Todd Howard'],['Jeff Baker' ' Jonathan Bryce' ' Lynda Carter' ' Linda Canyon'],3539
Inside,2016,M,['Adventure' ' Horror' ' Mystery'],8.8,['Arnt Jensen'],"['Signa Köstler' ' Arthur Köstler' ' Cecilie Gellert Nielsen'
 ' Emil Groth Larsen']",4003
Wing Commander IV: The Price of Freedom,1995,,['Action' ' Adventure' ' Sci-Fi'],8.8,['Chris Roberts'],['Mark Hamill' ' Malcolm McDowell' ' John Rhys-Davies' ' Jason Bernard'],795
Kingdom Hearts: Birth by Sleep,2010,E10+,['Action' ' Adventure' ' Family'],8.8,['Tetsuya Nomura'],['Jason Dohring' ' Willa Holland' ' Jesse McCartney' ' Leonard Nimoy'],1683
Hitman: Blood Money,2006,M,['Action' ' Crime' ' Mystery'],8.8,['Rasmus Højengaard'],['David Andriole' ' David Bateson' ' Barbara Bernád' ' Brian Beacock'],5629
StarCraft II: Wings of Liberty,2010,T,['Action' ' Adventure' ' Sci-Fi'],8.8,['Nicholas S. Carpenter'],['James Harper' ' Dave Fennoy' ' Robert Clotworthy' ' Brian Bloom'],3400
Fire Emblem: Awakening,2012,T,['Action' ' Adventure' ' Fantasy'],8.8,['Kouhei Maeda' ' Genki Yokota'],['Tomokazu Sugita' ' Yû Kobayashi' ' Kana Asumi' ' Akemi Okamura'],960
Yakuza Ishin,2014,,['Action' ' Drama' ' History'],8.8,,"['Takaya Kuroda' ' Satoshi Tokushige' ' Rintarou Nishi' "" Ken'yû Horiuchi""]",56
Pokémon: Red Version,1996,E,['Action' ' Adventure' ' Fantasy'],8.8,['Satoshi Tajiri'],,2656
Half-Life 2: Episode One,2006,M,['Action' ' Adventure' ' Sci-Fi'],8.8,['Robin Walker'],['Robert Guillaume' ' Robert Culp' ' Louis Gossett Jr.' ' Michelle Forbes'],5565
Final Fantasy VIII,1999,T,['Action' ' Adventure' ' Drama'],8.8,['Yoshinori Kitase'],,6273
Cuphead: The Delicious Last Course,2022,E10+,['Animation' ' Action' ' Adventure'],8.8,['Chad Moldenhauer' ' Jared Moldenhauer'],['Luke de Ayora' ' Luke Hatton' ' Sara Secora'],277
Final Fantasy IX,2000,T,['Action' ' Adventure' ' Fantasy'],8.8,['Hiroyuki Itô'],,5322
Sly 2: Band of Thieves,2004,E,['Action' ' Adventure' ' Comedy'],8.8,,['Kevin Miller' ' Matt Olsen' ' Chris Murphy' ' Alesia Glidewell'],1195
Ratchet & Clank: Up Your Arsenal,2004,T,['Action' ' Adventure' ' Comedy'],8.8,,['James Arnold Taylor' ' David Kaye' ' Jim Ward' ' Armin Shimerman'],1449
Age of Empires II: Definitive Edition,2019,,Adventure,8.8,,['Jason Damron' ' Sam Dhoss' ' Martina Shana Haider' ' Akie Kotabe'],207
World of Warcraft: Wrath of the Lich King,2008,T,['Action' ' Adventure' ' Fantasy'],8.8,['Jeffrey Kaplan'],['Dino Andrade' ' Laura Bailey' ' Adam Bitterman' ' JB Blanc'],2304
Titanic: Adventure Out of Time,1996,T,['Action' ' Adventure' ' Mystery'],8.8,,"['Kevin Garrett' ' Erik Sigvard Quist' ' Stephanie Quist'
 ' Lona Livingston']",311
Age of Empires II: The Age of Kings,1999,T,['Action' ' Adventure' ' History'],8.8,['Paul DeNigris'],['Gary Moody' ' Spencer Prokop' ' Ric Spiegel' ' Cliff Stephens'],3468
Professor Layton and the Unwound Future,2008,E10+,['Adventure' ' Fantasy'],8.8,['Usuke Kumagai' ' Jun Suzuki'],"['Jock Blaney' ' Maria Darling' ' Yuri Lowenthal'
 ' Christopher Robin Miller']",255
Steins;Gate,2009,M,['Comedy' ' Drama' ' Romance'],8.8,,['Mamoru Miyano' ' Asami Imai' ' Kana Hanazawa' ' Tomokazu Seki'],419
Tiny Thief,2013,E,['Adventure' ' Comedy' ' Crime'],8.8,['Maximiliano Bevilacqua'],,13
Okami,2006,T,['Action' ' Adventure' ' Fantasy'],8.8,['Hideki Kamiya'],,1332
The Operative: No One Lives Forever,2000,T,['Action' ' Adventure' ' Comedy'],8.8,['Craig Hubbard'],['Kit Harris' ' Jock Blaney' ' Ken Boynton' ' John Patrick Lowrie'],650
The Legend of Zelda: A Link Between Worlds,2013,E,['Action' ' Adventure' ' Fantasy'],8.8,['Hiromasa Shikata'],['Mitsuki Saiga' ' Ayumi Fujimura' ' Seiro Ogino' ' Kei Hayami'],1678
The Godfather: The Don's Edition,2007,,['Action' ' Crime' ' Drama'],8.8,,['Doug Abrahams' ' Tony Alcantar' ' Marlon Brando' ' James Caan'],331
Medieval II: Total War,2006,,['Action' ' History' ' War'],8.8,['Michael M. Simpson'],['Greg Baldwin' ' Tim Bentinck' ' Steffan Boje' ' Walter Bonacker'],1217
Zombies Chronicles,2017,,Action,8.8,['Jason Blundell'],['Steve Blum' ' Tom Kane' ' Nolan North' ' Fred Tatasciore'],200
Dragon Quest VIII,2004,T,['Action' ' Adventure' ' Drama'],8.8,['Akihiro Hino'],['Ricky Grover' ' Emma Owen' ' Blake Ritson' ' Jon Glover'],781
Undying,2001,M,['Action' ' Horror' ' Mystery'],8.8,['Brady Bell'],['Kai Vilhelmsen' ' Ryan Drummond' ' Clive Barker' ' Marc Biagi'],939
Thief: The Dark Project,1998,M,['Action' ' Adventure' ' Crime'],8.8,['Daniel Thron' ' Josh Randall'],['Stephen Russell' ' Joffrey Spaulding' ' Terri Brosius' ' Daniel Thron'],690
The Legend of Zelda: Twilight Princess HD,2016,T,['Action' ' Adventure' ' Fantasy'],8.8,['Eiji Aonuma'],['Sayaka Aida' ' Hiromi Hirata' ' Akiko Kawamoto' ' Junji Kitajima'],605
Ultrakill,2020,M,['Action' ' Adventure' ' Fantasy'],8.8,['Arsi Hakita Patala'],['Gianni Matragrano' ' Stephan Weyte'],98
Pokémon Crystal Version,2000,E,['Action' ' Adventure' ' Fantasy'],8.8,['Satoshi Tajiri' ' Junichi Masuda'],,1059
FreeSpace 2,1999,,['Action' ' Sci-Fi'],8.8,,['Robert Loggia' ' Ronny Cox' ' Kurtwood Smith' ' Jason Scott'],266
Rain World,2017,E10+,['Action' ' Adventure' ' Fantasy'],8.8,,,33
Pokémon Silver Version,1999,E,['Action' ' Adventure' ' Fantasy'],8.8,['Satoshi Tajiri'],,1112
Phoenix Wright: Ace Attorney Trilogy,2019,T,['Adventure' ' Comedy' ' Crime'],8.8,['Shu Takumi'],['David Crislip' ' Kou Hamasaki' ' Ben Judd'],238
Pokémon Gold Version,1999,E,['Action' ' Adventure' ' Fantasy'],8.8,['Satoshi Tajiri'],,1665
